Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 29 2020,Denver,CO,Passenger,1,0,1,129,130,0.77
June 30 2017,Santa Clara,CA,Passenger,5,2,7,407,414,1.69
March 31 2022,Fresno,CA,Passenger,1,0,1,164,165,0.61
September 30 2021,Lewis,WA,Truck,0,0,0,"26,698","26,698",0.00
April 30 2017,Jefferson,WA,Passenger,98,56,154,"23,744","23,898",0.64
September 30 2020,Adams,WA,Truck,0,0,0,"5,307","5,307",0.00
October 31 2017,Garfield,WA,Truck,0,0,0,942,942,0.00
April 30 2020,Garfield,WA,Truck,0,0,0,966,966,0.00
July 31 2020,Frederick,MD,Passenger,1,1,2,73,75,2.67
January 31 2018,Pend Oreille,WA,Passenger,4,4,8,"9,443","9,451",0.08
January 31 2024,Stevens,WA,Passenger,144,71,215,"28,992","29,207",0.74
May 31 2017,Virginia Beach,VA,Passenger,2,1,3,650,653,0.46
October 31 2017,Mercer,NJ,Passenger,0,1,1,18,19,5.26
April 30 2022,Clark,WA,Truck,3,0,3,"83,189","83,192",0.00
August 31 2017,Pierce,WA,Truck,0,0,0,"137,207","137,207",0.00
May 31 2022,Adams,WA,Passenger,16,10,26,"12,940","12,966",0.20
August 31 2019,Pend Oreille,WA,Passenger,5,6,11,"9,492","9,503",0.12
December 31 2023,El Paso,CO,Passenger,4,1,5,436,441,1.13
January 31 2019,Kootenai,ID,Passenger,1,1,2,215,217,0.92
September 30 2018,New Haven,CT,Passenger,0,1,1,48,49,2.04
August 31 2023,Yavapai,AZ,Passenger,0,1,1,18,19,5.26
June 30 2023,Grays Harbor,WA,Truck,7,0,7,"20,974","20,981",0.03
January 31 2018,Yakima,WA,Truck,0,0,0,"58,103","58,103",0.00
August 31 2023,Asotin,WA,Truck,0,0,0,"6,632","6,632",0.00
April 30 2023,Franklin,WA,Passenger,299,134,433,"61,957","62,390",0.69
October 31 2022,Houston,GA,Passenger,1,0,1,30,31,3.23
October 31 2017,Charles,MD,Passenger,0,1,1,84,85,1.18
March 31 2019,Bucks,PA,Passenger,1,0,1,19,20,5.00
March 31 2020,Walla Walla,WA,Passenger,68,63,131,"36,230","36,361",0.36
June 30 2020,Wahkiakum,WA,Truck,0,0,0,"1,737","1,737",0.00
September 30 2018,El Paso,CO,Passenger,3,1,4,773,777,0.51
February 28 2023,Rockingham,NH,Passenger,1,0,1,14,15,6.67
June 30 2022,Montgomery,AL,Passenger,0,1,1,38,39,2.56
September 30 2020,Hamilton,IN,Passenger,1,0,1,39,40,2.50
March 31 2021,Carroll,MD,Passenger,0,1,1,18,19,5.26
September 30 2022,Randolph,NC,Passenger,1,0,1,6,7,14.29
July 31 2023,Yakima,WA,Truck,13,0,13,"61,071","61,084",0.02
September 30 2018,Klickitat,WA,Passenger,24,32,56,"15,361","15,417",0.36
June 30 2022,Cumberland,NC,Passenger,1,4,5,381,386,1.30
April 30 2023,Arlington,VA,Passenger,1,0,1,111,112,0.89
October 31 2017,Pima,AZ,Passenger,1,1,2,426,428,0.47
June 30 2023,Parker,TX,Passenger,0,1,1,15,16,6.25
July 31 2023,Pacific,WA,Passenger,79,93,172,"15,620","15,792",1.09
November 30 2022,Virginia Beach,VA,Passenger,2,1,3,482,485,0.62
March 31 2020,Lake,IL,Passenger,1,0,1,176,177,0.56
June 30 2021,Grays Harbor,WA,Passenger,168,144,312,"49,432","49,744",0.63
March 31 2019,Island,WA,Passenger,300,235,535,"63,104","63,639",0.84
August 31 2017,Cowlitz,WA,Truck,0,0,0,"27,989","27,989",0.00
April 30 2017,Thurston,WA,Truck,0,0,0,"53,242","53,242",0.00
April 30 2023,Pacific,WA,Truck,3,0,3,"7,829","7,832",0.04
October 31 2021,Cumberland,NC,Passenger,0,4,4,423,427,0.94
July 31 2018,Kootenai,ID,Passenger,0,1,1,222,223,0.45
April 30 2021,Montgomery,TX,Passenger,1,1,2,51,53,3.77
April 30 2019,Volusia,FL,Passenger,0,1,1,39,40,2.50
August 31 2023,Pierce,WA,Truck,181,0,181,"136,103","136,284",0.13
September 30 2020,Skamania,WA,Truck,0,0,0,"4,003","4,003",0.00
March 31 2023,Moore,NC,Passenger,0,1,1,107,108,0.93
April 30 2022,New London,CT,Passenger,3,3,6,202,208,2.88
June 30 2020,Hennepin,MN,Passenger,3,0,3,88,91,3.30
April 30 2017,Salt Lake,UT,Passenger,0,1,1,289,290,0.34
May 31 2017,Walla Walla,WA,Truck,0,0,0,"13,190","13,190",0.00
November 30 2021,Clinton,PA,Passenger,1,0,1,0,1,100.00
November 30 2017,Spokane,WA,Passenger,291,239,530,"299,602","300,132",0.18
November 30 2022,Jefferson,WA,Passenger,475,229,704,"24,372","25,076",2.81
December 31 2017,St. Clair,IL,Passenger,0,1,1,162,163,0.61
October 31 2018,Clallam,WA,Passenger,136,119,255,"50,306","50,561",0.50
April 30 2021,Franklin,WA,Truck,0,0,0,"20,680","20,680",0.00
July 31 2019,Benton,WA,Truck,0,0,0,"42,074","42,074",0.00
October 31 2017,Clark,WA,Passenger,829,559,"1,388","302,236","303,624",0.46
March 31 2019,Snohomish,WA,Truck,1,0,1,"121,900","121,901",0.00
May 31 2017,Clark,WA,Truck,0,0,0,"77,590","77,590",0.00
March 31 2020,Fresno,CA,Passenger,1,0,1,201,202,0.50
March 31 2018,Prince George,VA,Passenger,0,1,1,73,74,1.35
January 31 2021,Dallas,TX,Passenger,1,0,1,176,177,0.56
November 30 2018,Dallas,TX,Passenger,0,1,1,204,205,0.49
February 28 2022,Washington,MD,Passenger,2,0,2,12,14,14.29
January 31 2018,Franklin,WA,Passenger,31,51,82,"57,009","57,091",0.14
November 30 2023,Cochise,AZ,Passenger,1,0,1,46,47,2.13
August 31 2020,Hudson,NJ,Passenger,1,0,1,40,41,2.44
April 30 2021,Spokane,WA,Truck,0,0,0,"101,892","101,892",0.00
January 31 2022,Kern,CA,Passenger,0,1,1,203,204,0.49
February 28 2018,San Juan,WA,Truck,0,0,0,"5,638","5,638",0.00
September 30 2020,DuPage,IL,Passenger,4,1,5,58,63,7.94
March 31 2019,Ramsey,MN,Passenger,1,0,1,44,45,2.22
January 31 2022,Baltimore,MD,Passenger,1,0,1,87,88,1.14
January 31 2021,San Francisco,CA,Passenger,1,1,2,102,104,1.92
February 28 2017,Norfolk,MA,Passenger,1,0,1,38,39,2.56
January 31 2022,Penobscot,ME,Passenger,0,1,1,8,9,11.11
December 31 2021,Clallam,WA,Passenger,383,239,622,"50,377","50,999",1.22
December 31 2017,Clallam,WA,Passenger,99,91,190,"49,059","49,249",0.39
May 31 2021,Clackamas,OR,Passenger,2,0,2,175,177,1.13
June 30 2019,Prince George's,MD,Passenger,1,1,2,183,185,1.08
April 30 2021,Okaloosa,FL,Passenger,0,1,1,133,134,0.75
January 31 2019,Calvert,MD,Passenger,0,1,1,87,88,1.14
June 30 2019,Kent,MI,Passenger,0,1,1,23,24,4.17
November 30 2022,Plaquemines,LA,Passenger,1,1,2,19,21,9.52
August 31 2017,Clark,WA,Passenger,794,528,"1,322","300,752","302,074",0.44
September 30 2018,Jefferson,WA,Passenger,153,99,252,"24,691","24,943",1.01
March 31 2023,Dallas,TX,Passenger,1,0,1,91,92,1.09
October 31 2022,Chesapeake,VA,Passenger,3,2,5,320,325,1.54
September 30 2019,Virginia Beach,VA,Passenger,1,0,1,697,698,0.14
December 31 2017,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
February 29 2024,Ferry,WA,Passenger,27,4,31,"4,099","4,130",0.75
September 30 2019,Island,WA,Truck,0,0,0,"21,282","21,282",0.00
September 30 2021,San Mateo,CA,Passenger,1,0,1,98,99,1.01
January 31 2023,Burlington,NJ,Passenger,0,2,2,99,101,1.98
April 30 2022,Whatcom,WA,Truck,4,0,4,"43,432","43,436",0.01
January 31 2021,Vigo,IN,Passenger,1,0,1,6,7,14.29
July 31 2023,Pierce,WA,Truck,167,0,167,"136,588","136,755",0.12
July 31 2020,Adams,WA,Truck,0,0,0,"5,281","5,281",0.00
September 30 2017,Cowlitz,WA,Truck,0,0,0,"28,038","28,038",0.00
September 30 2018,Santa Rosa,FL,Passenger,1,0,1,91,92,1.09
January 31 2024,El Paso,TX,Passenger,3,0,3,247,250,1.20
April 30 2020,Cowlitz,WA,Truck,0,0,0,"28,761","28,761",0.00
January 31 2017,Anne Arundel,MD,Passenger,0,1,1,513,514,0.19
June 30 2018,Bexar,TX,Passenger,2,4,6,756,762,0.79
February 28 2023,Pulaski,MO,Passenger,2,0,2,95,97,2.06
August 31 2020,Mercer,NJ,Passenger,0,1,1,16,17,5.88
October 31 2017,Cowlitz,WA,Passenger,54,65,119,"70,426","70,545",0.17
July 31 2019,Garfield,WA,Passenger,1,1,2,"1,297","1,299",0.15
December 31 2021,Houston,GA,Passenger,1,0,1,44,45,2.22
March 31 2017,Santa Fe,NM,Passenger,0,1,1,45,46,2.17
July 31 2023,Collin,TX,Passenger,3,0,3,41,44,6.82
May 31 2019,Dallas,TX,Passenger,1,0,1,208,209,0.48
May 31 2018,Fulton,GA,Passenger,1,1,2,98,100,2.00
August 31 2018,Cowlitz,WA,Passenger,62,81,143,"71,987","72,130",0.20
February 28 2022,Calvert,MD,Passenger,0,2,2,81,83,2.41
May 31 2022,Kitsap,WA,Passenger,"2,350","1,030","3,380","178,368","181,748",1.86
January 31 2019,Walla Walla,WA,Passenger,42,54,96,"36,136","36,232",0.26
November 30 2020,Pacific,WA,Passenger,36,34,70,"15,728","15,798",0.44
January 31 2017,Clark,WA,Truck,0,0,0,"77,515","77,515",0.00
March 31 2019,Shasta,CA,Passenger,1,0,1,43,44,2.27
June 30 2021,Montgomery,OH,Passenger,0,1,1,58,59,1.69
September 30 2021,Pacific,WA,Passenger,49,57,106,"16,064","16,170",0.66
February 29 2020,San Francisco,CA,Passenger,2,1,3,106,109,2.75
October 31 2020,Harford,MD,Passenger,0,1,1,60,61,1.64
October 31 2019,Pinellas,FL,Passenger,1,1,2,117,119,1.68
August 31 2021,Arapahoe,CO,Passenger,1,0,1,118,119,0.84
August 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
November 30 2022,King,WA,Truck,337,2,339,"178,830","179,169",0.19
July 31 2019,San Diego,CA,Passenger,11,2,13,"2,726","2,739",0.47
February 28 2021,San Joaquin,CA,Passenger,1,0,1,113,114,0.88
February 29 2024,Boulder,CO,Passenger,1,0,1,18,19,5.26
April 30 2021,Yakima,WA,Passenger,207,139,346,"169,172","169,518",0.20
July 31 2019,DeKalb,GA,Passenger,1,0,1,80,81,1.23
April 30 2020,Benton,WA,Passenger,347,321,668,"134,528","135,196",0.49
November 30 2023,Pacific,WA,Passenger,89,102,191,"15,442","15,633",1.22
December 31 2020,Kittitas,WA,Truck,0,0,0,"14,646","14,646",0.00
March 31 2022,Douglas,WA,Truck,0,0,0,"12,722","12,722",0.00
January 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
July 31 2023,Adams,WA,Truck,3,0,3,"5,338","5,341",0.06
January 31 2021,Ventura,CA,Passenger,1,2,3,279,282,1.06
January 31 2017,Hamilton,TN,Passenger,1,0,1,28,29,3.45
February 28 2021,Pacific,WA,Passenger,37,38,75,"15,810","15,885",0.47
March 31 2020,Multnomah,OR,Passenger,4,7,11,750,761,1.45
April 30 2023,St. Clair,IL,Passenger,1,0,1,106,107,0.93
November 30 2017,Carroll,NH,Passenger,0,1,1,1,2,50.00
May 31 2020,Bexar,TX,Passenger,1,5,6,629,635,0.94
August 31 2023,Cowlitz,WA,Truck,10,0,10,"28,111","28,121",0.04
August 31 2018,Prince George,VA,Passenger,0,1,1,77,78,1.28
November 30 2023,Cowlitz,WA,Truck,13,0,13,"27,786","27,799",0.05
November 30 2017,Garfield,WA,Passenger,1,0,1,"1,313","1,314",0.08
February 29 2024,Charleston,SC,Passenger,1,2,3,38,41,7.32
July 31 2020,Bartow,GA,Passenger,0,1,1,5,6,16.67
February 28 2017,Grays Harbor,WA,Truck,0,0,0,"19,818","19,818",0.00
January 31 2021,Solano,CA,Passenger,1,0,1,197,198,0.51
April 30 2018,Orange,FL,Passenger,2,1,3,170,173,1.73
October 31 2023,Cumberland,NC,Passenger,1,3,4,300,304,1.32
July 31 2020,Randolph,NC,Passenger,1,0,1,8,9,11.11
April 30 2023,Sarpy,NE,Passenger,1,0,1,57,58,1.72
November 30 2023,King,WA,Passenger,"67,533","16,311","83,844","1,308,942","1,392,786",6.02
April 30 2020,Loudoun,VA,Passenger,1,0,1,89,90,1.11
March 31 2022,Grant,WA,Truck,0,0,0,"28,034","28,034",0.00
October 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
July 31 2021,Kitsap,WA,Passenger,"1,910",869,"2,779","180,509","183,288",1.52
August 31 2022,Grant,WA,Passenger,198,106,304,"66,697","67,001",0.45
October 31 2018,Chelan,WA,Truck,0,0,0,"22,056","22,056",0.00
September 30 2022,Escambia,FL,Passenger,0,1,1,144,145,0.69
October 31 2022,Harnett,NC,Passenger,2,0,2,158,160,1.25
August 31 2020,Bartow,GA,Passenger,0,1,1,5,6,16.67
September 30 2018,Lee,AL,Passenger,1,0,1,37,38,2.63
November 30 2018,Franklin,WA,Passenger,38,64,102,"58,936","59,038",0.17
April 30 2023,Whitman,WA,Truck,4,0,4,"8,590","8,594",0.05
January 31 2022,Suffolk,MA,Passenger,0,2,2,26,28,7.14
September 30 2021,Wilson,NC,Passenger,1,0,1,0,1,100.00
May 31 2017,Clallam,WA,Passenger,84,74,158,"48,204","48,362",0.33
May 31 2020,Asotin,WA,Passenger,16,12,28,"12,336","12,364",0.23
March 31 2018,St. Lucie,FL,Passenger,1,0,1,27,28,3.57
July 31 2020,Valencia,NM,Passenger,1,0,1,8,9,11.11
January 31 2020,Yakima,WA,Passenger,121,115,236,"166,224","166,460",0.14
November 30 2023,Yakima,WA,Passenger,613,291,904,"165,295","166,199",0.54
November 30 2020,Klickitat,WA,Passenger,62,42,104,"14,972","15,076",0.69
November 30 2017,Sedgwick,KS,Passenger,0,1,1,107,108,0.93
April 30 2020,St. Mary's,MD,Passenger,1,0,1,212,213,0.47
July 31 2020,Travis,TX,Passenger,3,1,4,182,186,2.15
April 30 2017,Anne Arundel,MD,Passenger,0,1,1,498,499,0.20
August 31 2022,New Haven,CT,Passenger,0,2,2,32,34,5.88
September 30 2023,Adams,CO,Passenger,1,0,1,17,18,5.56
July 31 2020,Pacific,WA,Passenger,33,33,66,"15,761","15,827",0.42
August 31 2021,Island,WA,Truck,0,0,0,"21,558","21,558",0.00
September 30 2023,Grays Harbor,WA,Truck,9,0,9,"20,807","20,816",0.04
January 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,89,90,1.11
September 30 2019,Franklin,MA,Passenger,0,1,1,1,2,50.00
October 31 2023,Klickitat,WA,Passenger,174,70,244,"15,042","15,286",1.60
October 31 2023,Wake,NC,Passenger,2,0,2,71,73,2.74
September 30 2023,Klickitat,WA,Truck,12,0,12,"8,207","8,219",0.15
August 31 2018,Bexar,TX,Passenger,3,4,7,744,751,0.93
July 31 2018,Skagit,WA,Truck,1,0,1,"32,117","32,118",0.00
March 31 2021,Skagit,WA,Truck,1,0,1,"32,921","32,922",0.00
April 30 2023,Kings,CA,Passenger,2,2,4,286,290,1.38
January 31 2023,Hawaii,HI,Passenger,1,0,1,32,33,3.03
December 31 2018,Spokane,WA,Passenger,438,373,811,"307,125","307,936",0.26
October 31 2021,Adams,WA,Passenger,16,14,30,"13,026","13,056",0.23
May 31 2018,Stevens,WA,Truck,0,0,0,"18,585","18,585",0.00
March 31 2020,Wahkiakum,WA,Truck,0,0,0,"1,760","1,760",0.00
January 31 2021,New London,CT,Passenger,1,1,2,230,232,0.86
April 30 2022,Henrico,VA,Passenger,0,1,1,14,15,6.67
January 31 2018,Lee,AL,Passenger,1,0,1,35,36,2.78
March 31 2021,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02
April 30 2022,Spartanburg,SC,Passenger,0,1,1,41,42,2.38
May 31 2018,Marion,IN,Passenger,1,0,1,120,121,0.83
December 31 2017,Ventura,CA,Passenger,0,1,1,335,336,0.30
April 30 2020,Eagle,CO,Passenger,1,0,1,9,10,10.00
January 31 2022,Clallam,WA,Passenger,391,241,632,"50,230","50,862",1.24
April 30 2021,Sacramento,CA,Passenger,2,1,3,252,255,1.18
July 31 2019,Osceola,FL,Passenger,1,0,1,42,43,2.33
August 31 2023,Pacific,WA,Passenger,81,93,174,"15,581","15,755",1.10
October 31 2020,Clackamas,OR,Passenger,2,0,2,186,188,1.06
February 28 2021,Boulder,CO,Passenger,1,1,2,47,49,4.08
December 31 2023,Washington,MD,Passenger,1,0,1,11,12,8.33
July 31 2019,San Francisco,CA,Passenger,2,1,3,110,113,2.65
December 31 2023,Cumberland,NC,Passenger,1,3,4,287,291,1.37
July 31 2021,Hillsborough,FL,Passenger,0,2,2,149,151,1.32
April 30 2018,Ada,ID,Passenger,0,2,2,341,343,0.58
July 31 2023,New Haven,CT,Passenger,0,2,2,25,27,7.41
December 31 2020,Clallam,WA,Passenger,273,185,458,"49,918","50,376",0.91
July 31 2021,Tarrant,TX,Passenger,1,0,1,148,149,0.67
June 30 2022,Solano,CA,Passenger,1,0,1,163,164,0.61
April 30 2023,Cumberland,PA,Passenger,1,0,1,42,43,2.33
April 30 2022,Kittitas,WA,Truck,0,0,0,"14,714","14,714",0.00
August 31 2020,Alexandria,VA,Passenger,3,0,3,129,132,2.27
November 30 2020,St. Louis,MO,Passenger,1,0,1,99,100,1.00
April 30 2022,Dorchester,SC,Passenger,1,0,1,70,71,1.41
June 30 2017,Flathead,MT,Passenger,1,0,1,62,63,1.59
December 31 2020,Denver,CO,Passenger,1,0,1,121,122,0.82
November 30 2022,Geary,KS,Passenger,1,0,1,79,80,1.25
March 31 2022,Collier,FL,Passenger,1,0,1,20,21,4.76
November 30 2018,Clark,NV,Passenger,3,2,5,732,737,0.68
July 31 2022,Skamania,WA,Truck,0,0,0,"3,944","3,944",0.00
April 30 2017,Jefferson,NY,Passenger,1,1,2,255,257,0.78
December 31 2021,Walla Walla,WA,Passenger,143,86,229,"36,364","36,593",0.63
November 30 2018,Island,WA,Passenger,266,225,491,"63,090","63,581",0.77
February 28 2022,Charles,MD,Passenger,0,1,1,65,66,1.52
November 30 2022,Douglas,NE,Passenger,2,2,4,34,38,10.53
May 31 2022,Anchorage,AK,Passenger,2,0,2,135,137,1.46
November 30 2022,Lake,FL,Passenger,1,0,1,19,20,5.00
August 31 2023,Williamsburg,VA,Passenger,0,1,1,5,6,16.67
May 31 2023,Okanogan,WA,Truck,7,0,7,"16,486","16,493",0.04
July 31 2019,Pierce,WA,Truck,0,0,0,"139,992","139,992",0.00
June 30 2018,Stevens,WA,Passenger,11,25,36,"31,631","31,667",0.11
August 31 2018,Duval,FL,Passenger,1,2,3,381,384,0.78
October 31 2019,Santa Rosa,FL,Passenger,1,0,1,91,92,1.09
July 31 2023,Miami-Dade,FL,Passenger,1,0,1,53,54,1.85
July 31 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
August 31 2020,Pinellas,FL,Passenger,1,1,2,111,113,1.77
August 31 2019,DuPage,IL,Passenger,3,0,3,63,66,4.55
September 30 2017,Lake,CA,Passenger,0,1,1,12,13,7.69
June 30 2023,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
January 31 2022,Lake,IN,Passenger,0,1,1,9,10,10.00
February 28 2023,Rockdale,GA,Passenger,1,0,1,6,7,14.29
December 31 2022,Pierce,WA,Truck,82,0,82,"139,455","139,537",0.06
June 30 2023,Los Angeles,CA,Passenger,6,4,10,644,654,1.53
February 29 2020,District of Columbia,DC,Passenger,1,1,2,204,206,0.97
March 31 2020,Howard,MD,Passenger,0,1,1,79,80,1.25
November 30 2021,Adams,WA,Passenger,16,14,30,"13,034","13,064",0.23
April 30 2022,Bartow,GA,Passenger,0,1,1,4,5,20.00
December 31 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
November 30 2020,Thurston,WA,Passenger,"1,290",762,"2,052","197,068","199,120",1.03
February 28 2023,Ada,ID,Passenger,2,0,2,133,135,1.48
July 31 2022,Essex,NJ,Passenger,2,0,2,12,14,14.29
May 31 2021,Nassau,NY,Passenger,3,0,3,30,33,9.09
May 31 2020,King,WA,Passenger,"24,013","7,686","31,699","1,374,468","1,406,167",2.25
December 31 2019,Cascade,MT,Passenger,0,1,1,60,61,1.64
January 31 2017,Marion,OR,Passenger,1,0,1,243,244,0.41
September 30 2021,Alexandria,VA,Passenger,3,0,3,122,125,2.40
September 30 2018,Lee,FL,Passenger,1,0,1,57,58,1.72
April 30 2022,Columbia,OR,Passenger,1,0,1,25,26,3.85
August 31 2018,Snohomish,WA,Passenger,"2,471","1,310","3,781","523,564","527,345",0.72
December 31 2022,Stevens,WA,Passenger,89,56,145,"29,947","30,092",0.48
July 31 2017,Clark,NV,Passenger,2,2,4,819,823,0.49
March 31 2018,El Paso,CO,Passenger,2,0,2,763,765,0.26
August 31 2021,Columbia,WA,Truck,0,0,0,"1,538","1,538",0.00
August 31 2020,Howard,MD,Passenger,0,1,1,76,77,1.30
April 30 2017,Shelby,TN,Passenger,0,1,1,113,114,0.88
November 30 2017,Ferry,WA,Passenger,1,3,4,"4,408","4,412",0.09
May 31 2023,New London,CT,Passenger,2,2,4,172,176,2.27
January 31 2022,Ray,MO,Passenger,0,1,1,1,2,50.00
August 31 2020,Island,WA,Passenger,434,274,708,"62,742","63,450",1.12
November 30 2022,Maricopa,AZ,Passenger,7,4,11,875,886,1.24
February 28 2019,Alameda,CA,Passenger,0,2,2,328,330,0.61
September 30 2023,Shasta,CA,Passenger,1,0,1,20,21,4.76
August 31 2022,Tarrant,TX,Passenger,2,0,2,118,120,1.67
November 30 2023,Nueces,TX,Passenger,1,1,2,43,45,4.44
June 30 2018,Wahkiakum,WA,Passenger,1,2,3,"2,915","2,918",0.10
January 31 2024,Newport,RI,Passenger,0,1,1,46,47,2.13
April 30 2017,Skagit,WA,Truck,1,0,1,"31,394","31,395",0.00
May 31 2020,Chelan,WA,Truck,0,0,0,"22,428","22,428",0.00
July 31 2022,Bexar,TX,Passenger,3,3,6,466,472,1.27
November 30 2017,Adams,WA,Passenger,3,5,8,"12,355","12,363",0.06
November 30 2018,Mason,WA,Truck,0,0,0,"20,183","20,183",0.00
February 28 2021,Norfolk,VA,Passenger,2,3,5,329,334,1.50
August 31 2023,Lee,AL,Passenger,1,0,1,12,13,7.69
October 31 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
February 28 2022,Nueces,TX,Passenger,1,1,2,60,62,3.23
October 31 2018,Nantucket,MA,Passenger,1,0,1,4,5,20.00
February 29 2024,King,WA,Passenger,"72,333","17,501","89,834","1,275,377","1,365,211",6.58
June 30 2021,Montgomery,TX,Passenger,1,1,2,47,49,4.08
July 31 2021,Bucks,PA,Passenger,1,0,1,18,19,5.26
May 31 2017,Pacific,WA,Truck,0,0,0,"7,461","7,461",0.00
March 31 2020,Rockingham,NH,Passenger,1,0,1,28,29,3.45
August 31 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
December 31 2019,Chelan,WA,Passenger,201,78,279,"54,617","54,896",0.51
June 30 2017,Stevens,WA,Passenger,8,23,31,"31,376","31,407",0.10
September 30 2022,Douglas,WA,Passenger,147,61,208,"28,427","28,635",0.73
December 31 2019,Whatcom,WA,Truck,2,0,2,"43,187","43,189",0.00
April 30 2018,Prince William,VA,Passenger,0,5,5,264,269,1.86
June 30 2023,Santa Cruz,CA,Passenger,1,0,1,21,22,4.55
March 31 2017,Ferry,WA,Passenger,2,1,3,"4,388","4,391",0.07
June 30 2017,Skamania,WA,Truck,0,0,0,"3,892","3,892",0.00
June 30 2022,Island,WA,Truck,4,0,4,"21,348","21,352",0.02
February 28 2023,Snohomish,WA,Truck,121,0,121,"122,157","122,278",0.10
May 31 2019,Lewis,WA,Passenger,97,95,192,"59,026","59,218",0.32
August 31 2022,Prince George's,MD,Passenger,3,1,4,128,132,3.03
September 30 2018,Frederick,MD,Passenger,0,1,1,87,88,1.14
January 31 2023,King,WA,Truck,462,2,464,"177,870","178,334",0.26
September 30 2017,Benton,WA,Passenger,163,150,313,"129,253","129,566",0.24
July 31 2018,Grays Harbor,WA,Passenger,54,62,116,"46,757","46,873",0.25
October 31 2018,Maricopa,AZ,Passenger,3,2,5,"1,622","1,627",0.31
January 31 2023,Honolulu,HI,Passenger,4,3,7,324,331,2.11
September 30 2017,Anne Arundel,MD,Passenger,0,1,1,491,492,0.20
November 30 2022,Alexandria,VA,Passenger,4,1,5,97,102,4.90
May 31 2023,Carroll,MD,Passenger,0,1,1,18,19,5.26
November 30 2020,Randolph,NC,Passenger,1,0,1,7,8,12.50
January 31 2020,Montgomery,AL,Passenger,0,1,1,38,39,2.56
March 31 2018,Lane,OR,Passenger,0,1,1,191,192,0.52
September 30 2020,Suffolk,VA,Passenger,1,0,1,123,124,0.81
September 30 2023,Okanogan,WA,Passenger,140,71,211,"26,028","26,239",0.80
February 28 2017,Franklin,WA,Passenger,26,42,68,"55,213","55,281",0.12
September 30 2021,Goochland,VA,Passenger,3,2,5,217,222,2.25
December 31 2017,Canyon,ID,Passenger,0,1,1,95,96,1.04
July 31 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
October 31 2017,Alameda,CA,Passenger,0,1,1,356,357,0.28
September 30 2019,Tarrant,TX,Passenger,3,0,3,199,202,1.49
February 28 2023,Washington,MD,Passenger,2,0,2,12,14,14.29
April 30 2020,Whatcom,WA,Passenger,"1,058",490,"1,548","150,087","151,635",1.02
February 28 2018,Stevens,WA,Passenger,10,21,31,"31,510","31,541",0.10
December 31 2017,San Diego,CA,Passenger,6,1,7,"2,568","2,575",0.27
December 31 2021,Palm Beach,FL,Passenger,0,1,1,59,60,1.67
June 30 2018,Asotin,WA,Truck,0,0,0,"6,614","6,614",0.00
June 30 2020,Garfield,WA,Passenger,0,1,1,"1,350","1,351",0.07
May 31 2018,Contra Costa,CA,Passenger,0,1,1,449,450,0.22
December 31 2017,Grant,WA,Truck,0,0,0,"25,586","25,586",0.00
May 31 2023,Santa Clara,CA,Passenger,10,3,13,188,201,6.47
April 30 2018,Mason,WA,Passenger,71,85,156,"45,388","45,544",0.34
November 30 2022,Pierce,WA,Truck,71,0,71,"139,810","139,881",0.05
August 31 2023,Spokane,WA,Truck,41,0,41,"101,717","101,758",0.04
September 30 2021,Clark,NV,Passenger,5,2,7,614,621,1.13
July 31 2022,Ferry,WA,Truck,0,0,0,"3,564","3,564",0.00
November 30 2019,Adams,WA,Passenger,6,7,13,"12,922","12,935",0.10
May 31 2021,Dallas,TX,Passenger,1,0,1,169,170,0.59
May 31 2021,Maui,HI,Passenger,2,0,2,29,31,6.45
March 31 2018,Hamilton,TN,Passenger,1,0,1,23,24,4.17
November 30 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2021,King,WA,Passenger,"28,515","8,565","37,080","1,364,468","1,401,548",2.65
August 31 2023,Whatcom,WA,Passenger,"2,653",933,"3,586","147,827","151,413",2.37
December 31 2020,Wahkiakum,WA,Passenger,6,7,13,"3,036","3,049",0.43
December 31 2022,New Haven,CT,Passenger,0,2,2,29,31,6.45
November 30 2018,Prince George's,MD,Passenger,1,1,2,187,189,1.06
